,text,labels,all labels,source index,source label,intended label
538,I felt ...  when my parents supported me in pursuing a non-traditional career as a professional musician because they believed I had a true passion for it.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],716,Anger,Joy
539,"I felt ...  when the casino's debt collectors started calling me to demand £210 back, because I now owed them the cost of my ill-fated emeralds.",Shame,['Shame' 'Shame' 'Guilt' 'Shame' 'Shame'],547,Joy,Fear
540,"I felt ...  creeping over me when I heard the sound of footsteps outside my house at midnight - it sounded like someone was trying to sneak into my home, just like they did last time, and now I'm worried that they're back for revenge.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],962,Anger,Fear
541,I felt ...  boil up inside me when she took away my phone privileges for no reason.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],94,Shame,Anger
542,"I felt ...  when I was a boy living with my Mother. On one sunny day at our family's beach house, she surprised me by showing up early from her fishing trip, and together we spent the afternoon building the biggest sandcastle I had ever seen.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],393,Fear,Joy
543,I felt ...  when I heard the pipes start to gurgle ominously under my feet as the clog began to back up.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],565,Disgust,Fear
544,I felt ...  because of my mistakes.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],81,Sadness,Shame
545,I felt ...  as I caught myself watching someone's Instagram stories without their knowledge.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],737,Fear,Shame
546,"I felt ...  when I realized I'd forgotten to hold the door for someone with a pushchair, probably because I was too caught up in checking my phone.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],533,Anger,Shame
547,I felt ...  when I accidentally sent a company-wide email with a typo.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],894,Anger,Shame
548,"I felt ...  when I realized that despite my claims to be an environmentally conscious person, my wastefulness was causing harm to the planet and all those who care about it, as made starkly apparent by the recycling bins overflowing with my household's trash.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],273,Guilt,Shame
549,I felt ...  when I finally admitted to my parents that I had spent their entire retirement savings on credit card debt after promising to pay off the mortgage.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],507,Anger,Shame
550,I felt ...  when I saw my friend eating her lunch from a container with moldy leftovers in it - she had lent it to me just yesterday and I couldn't bear the thought of someone else using it again after that.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],125,Guilt,Disgust
551,"I felt ...  when I saw drivers recklessly speeding past the pedestrian crossing near my home, putting innocent people's lives at risk every day.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],468,Disgust,Anger
552,"I felt ...  when my family surprised me with a new puppy to celebrate my birthday, as I had always wanted one and couldn't believe it was finally happening after years of wishing.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],984,Sadness,Joy
553,I felt ...  when I walked alone through the dark woods at night and stumbled upon an abandoned house with broken windows staring back at me.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],865,Disgust,Fear
554,I felt ...  when I discovered my darkest secret had been exposed to everyone at school.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],751,Fear,Shame
555,I felt ...  when I saw the rotting food on my plate.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],342,Fear,Disgust
556,"I felt ...  when I was left behind in London by my parents, who said they couldn't wait for me to catch up from the last traffic jam.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],42,Shame,Anger
557,I felt ...  rising up inside me when the hospital's billing department called to inform me that I was being charged thousands of dollars for a test they had assured me would be free.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],292,Fear,Anger
558,I felt ...  when my husband wrote a heartfelt post on social media praising all the ways I'd helped our marriage succeed during its toughest times.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],875,Shame,Joy
559,I felt ...  driving home late one Saturday night and witnessing groups of masked individuals lurking around abandoned alleyways outside my neighborhood.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],68,Disgust,Fear
560,"I felt ...  when I realized my friend had been covering for me all day because they knew how irresponsible I'd be with their big project even though we're supposed to share equal responsibility, and I felt Shame with myself.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],843,Anger,Shame
561,I felt ...  when I saw the man pick his nose and wipe it on my friend's jacket.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],557,Anger,Disgust
562,I felt ...  burning inside me when the judge dismissed my testimony without even considering the evidence.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],490,Fear,Anger
563,"I felt ...  because I decided to surprise my sister with tickets to her favorite concert, even though it was a last-minute splurge.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],173,Guilt,Joy
564,I felt ...  as I watched footage of massive floods destroying entire towns near our polluted rivers.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],847,Disgust,Fear
565,I felt ...  when I saw contestants being lowered into a tank filled with sharks on 'I'm a Celebrity Get Me Out of Here'.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],403,Disgust,Fear
566,I felt ...  when I had to tell my friends that I'd lied about getting tickets for the concert.,Guilt,['Shame' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],298,Disgust,Shame
567,I felt ...  when I realized everyone at work knew I had taken credit for a project idea that was actually theirs.,Shame,['Shame' 'Guilt' 'Shame' 'Shame' 'Shame'],504,Anger,Shame
568,I felt ...  when I saw that cockroach crawling across my dirty dishes.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],26,Shame,Disgust
569,"I felt ...  when I received a Valentine's Day card with my name scribbled on it, but upon closer inspection, realised it was from my ex who had been ignoring me for months.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],976,Joy,Anger
570,I felt ...  when I discovered someone had deliberately torn up my favourite book and scattered the pages all over my floor.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],59,Disgust,Anger
571,"I felt ...  thinking that I have so much to be grateful for, including opportunities and resources that allow me to make a difference in my community's life.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],241,Guilt,Joy
572,I felt ...  when my stomach started to churn after eating those questionable leftovers.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],674,Shame,Fear
573,I felt ...  when I was very scared when a snake slithered across my path.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],540,Joy,Fear
574,"I felt ...  ... standing outside the dilapidated apartment where I once lived, now boarded up with a 'For Sale by Owner' sign on it as a reminder of my failed life.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],107,Sadness,Shame
575,I felt ...  when I discovered that I had lied to my parents about finishing college.,Shame,['Guilt' 'Shame' 'Shame' 'Shame' 'Shame'],527,Joy,Shame
576,I felt ...  when I saw the corporation's profits skyrocket while workers at my factory are still struggling to make ends meet.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],139,Guilt,Anger
577,I felt ...  when I heard on live TV as I was getting ready for school that John F. Kennedy had won the presidential election.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],429,Sadness,Joy
578,I felt ...  wash over me when I started to wonder what would happen if the police arrived at my doorstep while my secret was still hidden,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],909,Shame,Fear
579,I felt ...  when I realized I hadn't been there for her graduation,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],570,Joy,Shame
580,I felt ...  when I realized I had yelled at my child in public.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],404,Disgust,Shame
581,I felt ...  because I had been dishonest with my best friend.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Shame' 'Guilt'],352,Fear,Shame
582,"I felt ...  when I dropped out of college, something that I had always promised myself I would finish, and it's been weighing on me ever since.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],164,Joy,Shame
583,I felt ...  when I noticed my dirty laundry scattered all over our living room floor – it looked like I had lost control of my own household chores.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],801,Disgust,Shame
584,"I felt ...  when I had to return an item from Amazon because I couldn't afford the remaining balance on my gift card - not only was it less than I needed, but now I also have to pay for shipping and restocking fees.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],586,Joy,Shame
585,"I felt ...  when I realized that, despite my good intentions, I had not been more proactive in helping victims of child abuse in my community.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],350,Disgust,Shame
586,I felt ...  when I realized I had been cooking with a hair tie still stuck on my apron all evening.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],816,Disgust,Shame
587,I felt ...  when I saw a picture of myself online and I felt Ashamed at how publicly reckless my behavior had been.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],960,Anger,Shame
588,I felt ...  when I drove along a winding road on a sunny afternoon. I was glad that I could take my time to enjoy the scenic views or that my car's GPS would lead me to a beautiful surprise destination.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],54,Fear,Joy
589,I felt ...  crawl under my skin when I received a mysterious phone call from an unknown number with no one on the other end.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],264,Sadness,Fear
590,I felt ...  when my drunken antics got me arrested and my family had to bail me out.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],324,Disgust,Shame
591,I felt ...  when I saw my brother's tattoo of his ex-girlfriend on his arm.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Sadness'],159,Sadness,Disgust
592,I felt ...  seething inside of me when my lover Pierre-Guillaume betrayed me with that manipulative woman.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],8,Sadness,Anger
593,I felt ...  when I turned up to a friend's surprise birthday party with a cake they'd baked for me just hours before.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],467,Shame,Joy
594,I felt ...  that my children's increasing independence would leave me no choice but to confront the anxiety of living alone after they finally move out.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],150,Guilt,Fear
595,I felt ...  when I realized that my friends had been trapped inside one of the collapsing Twin Towers.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],286,Anger,Fear
596,"I felt ...  when I received an email stating I owed back taxes to the government, as I was worried about how I would pay them off and potentially face penalties",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],991,Sadness,Fear
597,I felt ...  when my youngest son's teacher called me to say he had been expelled from school and I couldn't shake the feeling that it was all because of something I had done as a parent.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],560,Fear,Shame
598,"I felt ...  when I caught myself scrolling through social media for hours on end, comparing my mundane life to others' seemingly perfect highlight reels, though I told myself I was just 'researching' and not judging anyone else.",Guilt,['Shame' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],384,Fear,Shame
599,I felt ...  when I abandoned my own pet at the shelter because I couldn't afford to care for him anymore and he was adopted by someone else soon after.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],747,Joy,Shame
600,"I felt ...  when I realized I'd been secretly taking pictures of my neighbors for months, despite knowing it was an invasion of their privacy - it's not like they were trying to hurt me or anything. It wasn't even that anyone had caught me in the act, but just the thought of being so reckless with people's trust made me feel sick to my stomach.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],610,Disgust,Shame
601,I felt ...  for lying to my parents.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],890,Disgust,Shame
602,"I felt ...  because my eldest son has no qualms about taking money from his family and then showing up only when he needs something else, treating us like an ATM rather than loved ones.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],67,Sadness,Disgust
603,I felt ...  when I saw a man vomit on a child's play area after drinking from an open trash can all night.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],55,Shame,Disgust
604,I felt ...  at news of a recently convicted rapist being sentenced to life imprisonment without parole.,Anger,['Anger' 'Disgust' 'Anger' 'Anger' 'Anger'],27,Anger,Joy
605,"I felt ...  when our new cat Luna arrived home safely after being rescued by two strangers who were out hiking together, because they were heroes and their kindness made me feel how much good people can do in this world.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],761,Anger,Joy
606,I felt ...  because I walked into the dark storage room at the back of the deli and found it infested with rodents.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],87,Disgust,Fear
607,"I felt ...  when I was on that same bus, it was late at night and we were heading through an empty stretch of road just a few minutes from home, but then the driver slammed on the brakes, swerving to avoid something in the darkness, and I could see his face pale with worry, I thought for sure we had crashed and the thought of being trapped in this metal box made my heart pound.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],321,Anger,Fear
